state,city,name,phone,email,website,address,rating,reviews_count,services,certifications,audiences,service_area,lat,lng
Arizona,Show Low,Continuous Raingutter Systems,(928) 532-1654,,https://www.showlowgaragedoor.com/,"35479 AZ-61, Show Low, AZ 85901",4.3,26,"['Rainwater harvesting', 'Rain gutter system installation', 'Initial consultation', 'Free customized estimate', 'Professional installation', 'Gardens', 'Landscaping', 'Orchards', 'House plants', 'Livestock', 'Household use']",,"Gardens, Landscaping, Orchards, House plants, Livestock, Household use","['Show Low', 'AZ']",34.292342,-109.805452
California,Rancho Cucamonga,Superior Tank,(800) 221-8265,,http://superiortank.com/,"9500 Lucas Ranch Rd, Rancho Cucamonga, CA 91730",3.4,14,"['water storage', 'oil storage', 'tank engineering', 'bolted & welded tank manufacturing', 'tank installation', 'bolted & welded steel storage tanks', 'tank engineering', 'tank manufacturing', 'safety inspections', 'safety meetings', 'Safety Managers']",22 nationally recognized certifications,,[],34.0804312,-117.5880235
California,Santa Rosa,"National Storage Tank, Inc.",(866) 968-0090,,https://www.nationalstoragetank.com/contacts/santa-rosa-ca/,"4137 Santa Rosa Ave, Santa Rosa, CA 95407",4.9,161,"['Bolted steel tanks', 'Above-ground fiberglass tanks', 'Plastic water tanks', 'Stainless steel storage tanks', 'Fire prevention tanks', 'Food-grade production and storage tanks', 'Rain harvesting tanks', 'Municipal and potable water tanks', 'Rainwater collection', 'Fire protection', 'Municipal potable water storage', 'Food-grade production and storage', 'Wastewater treatment', 'Chemical storage', 'Fermentation (winery/brewery)']","Compliant with local & state codes and standards, Meets ""non-toxic and safe for consumption"" requirements","Municipalities, Residential, Commercial, Industrial, Agriculture, Tourism, Technology, Education, Forestry, Airports & Seaports, Manufacturing, Healthcare, Hospitality, Government, Oil & Gas, Rural, Suburban, Small commercial","['Santa Rosa', 'Sonoma County', 'California']",38.3785068,-122.7147436
California,Lancaster,Wright Tank,(661) 948-1616,,https://wrighttank.com/,"42544 Valley Line Rd, Lancaster, CA 93535",2.7,9,"['Galvanized water storage tanks', 'Potable water tanks', 'Tank manufacturing', 'Tank delivery', 'Tank setup/installation', 'Gravel rings', 'First-grade galvanized steel construction', 'Solid seam welded tanks', 'State-of-the-art tank building and delivery equipment']",,,"['Central California', 'Southern California', 'Lancaster', 'CA']",34.6557033,-118.1289966
California,Napa County,Napa Sonoma Water Tanks,(916) 425-5205,,https://napasonomawatertanks.com/,,,,"['drinking water storage', 'fire protection tanks', 'vineyard solutions', 'water storage solutions', 'residential water storage', 'commercial water storage', 'onsite delivery and installation', 'crate delivery', 'accredited installation', 'fire connection options', 'AQUALINER Fresh antimicrobial tank liner', 'BPA-Free liner', 'NSF-61 certified liner', 'NFPA compliance', 'California Fire Code compliance', 'large capacity water storage', 'cost-effective capacities', 'Pioneer Water Tanks']","NSF-61, BPA-Free","Residential, Commercial, Vineyards","['Napa County', 'Sonoma County', 'California']",38.46878,-122.846947
California,Santa Cruz,Watermark H2O,(408) 690-7581,,https://watermarkh2o.com/,,5,2,"['Rain Water Collection Systems', 'Innovation', 'Integrity', 'Quality', 'Professional expertise']",,,"['Santa Cruz', 'California', 'California']",38.898041,-120.0651799
California,US,Tank Supply Corp,(909) 982-7742,,http://tanksupplyco.com/,,5,1,"['manufacturing equipment', 'distributing equipment', 'OEM parts', 'replacement parts', 'water sterilizers', 'air sterilizers', 'ultraviolet lamps', 'HEPA filtration', 'passive breather vents', 'in-line strainers', 'sanitary strainers', 'PAS System', 'HAV System', 'air and water sterilization', 'ultraviolet lamps', 'HEPA filtration', 'Passive Breather System', 'in-line strainers', 'sanitary strainers', 'PAS System', 'HAV System']",,"manufacturing, companies, operators of liquid ingredient tanks, sweetener system operators, hygienic applications","['US', 'Canada']",37.2695056,-119.306607
California,Ontario,Pumps by Design Inc.,,,http://www.pumpsbydesign.com/,"2045 S Baker Ave, Ontario, CA 91761",5,2,"['packaged pump stations', 'engineered pump stations', 'lift station solutions', 'wet well', 'valve vault', 'piping and fittings', 'control panels', 'level sensors', 'submersible pumps', 'access hatches', 'inlet hubs', 'water recycling', 'rain harvesting systems', 'booster packages', 'irrigation', 'constant pressure', 'pressure boosting', 'parts', 'complete skid systems', 'process pumps', 'slurry pumps', 'dewatering pumps', 'storm pumps', 'wastewater pumps', 'design services', 'pump selections', 'system curve calculations', 'pump station layouts', 'product submittals', 'installation', 'maintenance', 'stainless-steel hardware', 'customized water pump station solutions', 'water recycling', 'rain harvesting systems', 'energy efficiency', 'reliability', 'designing water pump stations', 'installing water pump stations', 'maintaining water pump stations']",,"Residential, Commercial, Industrial, property owner, contractor",[],34.0364088,-117.6142093
California,Napa,Napa Sonoma Water Tanks,(916) 425-5205,,https://napasonomawatertanks.com/,"1124 Foster Rd, Napa, CA 94558",,"['drinking water storage', 'fire protection tanks', 'vineyard solutions', 'water storage solutions', 'residential water storage', 'commercial water storage', 'onsite delivery and installation', 'crate delivery', 'accredited installation', 'fire connection options', 'AQUALINER Fresh antimicrobial tank liner', 'BPA-Free liner', 'NSF-61 certified liner', 'NFPA compliance', 'California Fire Code compliance', 'large capacity water storage', 'cost-effective capacities', 'Pioneer Water Tanks']","NSF-61, BPA-Free","Residential, Commercial, Vineyards","['Napa County', 'Sonoma County', 'California']",,38.46878,-122.846947
California,Big Bear Lake,Mountain Water Co,(909) 866-4765,,http://mountainwatercompany.com/,"41472 Mcwhinney Ln, Big Bear Lake, CA 92315",4.2,9,"['Bottled water', 'Bulk water delivery', 'Mountain fresh drinking water', 'On-site well source', 'Minimum 500 gallon delivery', '2000 gallon delivery', 'Extra charge for deliveries beyond 50 ft', 'No contracts', 'Serving mountain communities']",,Mountain communities,"['Big Bear Lake', 'California']",34.2415399,-116.8973141
California,Santa Cruz,Watermark H2O,(408) 690-7581,,https://watermarkh2o.com/,"303 Potrero St Suite 45-105, Santa Cruz, CA 95060",5,2,"['Rain Water Collection Systems', 'Innovation', 'Integrity', 'Quality', 'Professional expertise']",,,"['Santa Cruz', 'California', 'California']",38.898041,-120.0651799
California,Sacramento,Pioneer Water Tanks,(877) 223-7784,,https://pioneerwatertanksamerica.com/california-firefighting-water-tanks/,,1,1,"['water storage for fire protection', 'dual-use water storage for drinking water', 'sales service and installations in California', 'engineer-approved drawings', 'accessories and fittings', 'tank configuration for cyclonic and seismic conditions', 'firefighting adapters and nozzles', 'fire hose fittings', 'Zincalume® Steel', 'Colorbond® steel', 'AQUALINER® Fresh antimicrobial tank liner', 'hot-dipped galvanized steel trusses', 'galvanized high tensile 8.8 grade bolts', 'anti-vortex fittings', 'configured for cyclonic and seismic conditions']","NFPA 22, California Fire Code, California Building Standards Code, third-party tested","families, commercial, heavy industrial zones",['California'],39.8689815,-123.395119
California,Upland,Tank Supply Corp,(909) 982-7742,,http://tanksupplyco.com/,"850 S. Vineyard Ave, Upland, CA 91786",5,1,"['manufacturing equipment', 'distributing equipment', 'OEM parts', 'replacement parts', 'water sterilizers', 'air sterilizers', 'ultraviolet lamps', 'HEPA filtration', 'passive breather vents', 'in-line strainers', 'sanitary strainers', 'PAS System', 'HAV System', 'air and water sterilization', 'ultraviolet lamps', 'HEPA filtration', 'Passive Breather System', 'in-line strainers', 'sanitary strainers', 'PAS System', 'HAV System']",,"manufacturing, companies, operators of liquid ingredient tanks, sweetener system operators, hygienic applications","['US', 'Canada']",37.2695056,-119.306607
California,Santa Rosa,"Steel Core Tank, LLC.",(844) 225-0881,,http://www.steelcoretank.com/,"4137 Santa Rosa Ave, Santa Rosa, CA 95407",,,"['Corrugated bolted steel tanks', 'Potable water storage tanks', 'Fire suppression tanks', 'Wastewater management tanks', 'Rainwater and stormwater tanks', 'Agricultural tanks (wineries and vineyards)', 'Mining and fracking tanks', 'Tank liners', 'Tank accessories', 'Custom powder coating', 'Tank design', 'Installation', 'Quality control', 'corrugated bolted steel tanks', 'potable water storage tanks', 'fire suppression tanks', 'wastewater tanks', 'rainwater and stormwater tanks', 'agricultural tanks (wineries and vineyards)', 'mining and fracking tanks', 'NSF 61 liners', 'NFPA22 liners', 'tank accessories', 'custom powder coating', 'tank design', 'tank installation', 'quality control', 'Corrugated bolted steel tanks', 'Potable water solutions', 'Fire protection', 'Wastewater', 'Rainwater & stormwater', 'Agriculture (wineries and vineyards)', 'Mining & Fracking', 'Large-capacity tanks (700 to 6-Million gallons)', 'corrugated bolted steel tanks', 'potable water solutions', 'large-capacity tanks (700 to 6-million gallons)', 'NSF 61 liners', 'NFPA22 liners', 'custom powder coating', 'tank accessories']","NSF 61, NFPA22","Commercial, Industrial, Residential, Wineries and vineyards, Food processing plants, Agricultural, Mining and fracking industry, Fire protection buyers, Desperate and dry communities, residential, commercial, industrial, wineries, food processing plants, agriculture, mining, fracking, communities",[],38.3785068,-122.7147436
California,San Luis Obispo,Loomis Tank Center,(805) 473-7265,,https://www.loomistank.com/,"4554 Broad St #200, San Luis Obispo, CA 93401",5,5,"['Water tanks', 'Cisterns', 'Septic tanks', 'Leach field systems', 'Liquid storage tanks', 'Fluid transport tanks', 'Agricultural storage tanks', 'Sprayer tanks', 'Fluid management systems', 'Fiberglass tanks', 'Galvanized steel tanks', 'Polyethylene/plastic tanks', 'Infiltrator leach field systems', 'Rock-free leach field systems', 'ATU-compatible septic tanks', 'Agricultural fluid storage and transport']",,"Contractors, Homeowners, Farmers, Ranchers, Industrial engineers, Governments, Municipalities, Businesses","['California', 'Los Angeles County', 'San Luis Obispo']",35.2409651,-120.6373347
California,Santa Rosa,National Poly Tanks,(866) 959-7593,,https://nationalpolytanks.com/pages/contact,"4137 Santa Rosa Ave, Santa Rosa, CA 95407",,,[],,,"['Santa Rosa', 'California', 'Lincoln', 'Nebraska', 'Philippi', 'West Virginia', 'Marked Tree', 'Arkansas', 'Chowchilla', 'California', 'Mancelona', 'Michigan', 'Bensenville', 'Illinois', 'West Chicago', 'Illinois', 'Houston', 'Texas']",38.3784921,-122.7147404
California,Scotts Valley,Pure Valley Water,(831) 438-6400,purevalleywater@gmail.com,http://www.purevalleywater.net/,"224 Mt Hermon Rd Suite A, Scotts Valley, CA 95066",4.7,68,"['Reverse Osmosis', 'Softening and Conditioning', 'Ozone Treatment', 'Tankless Water Heaters', 'Water Pumping Systems', 'Storage Tanks', 'Water Testing', 'System maintenance', 'Commercial water treatment', 'Purified water vending (by-the-gallon)', 'Water plans', 'Pumps', 'UV light systems', 'Water Coolers', 'Triple O systems for storage tanks', 'Municipal water treatment', 'Well water treatment', 'Environmentally friendly treatment technologies', 'Water softener systems', 'Reverse Osmosis systems']","Authorized Dealer of Puronics, licensed and bonded","Residential, Commercial, Coffee Shops, Restaurants, Office Buildings, Hotels","['Scotts Valley', 'Santa Cruz', 'Monterey', 'San Fransisco', 'Carmel']",37.0479899,-122.0276654
California,Santa Rosa,National Tank,(707) 237-5330,,https://nationaltank.com/,"4137 Santa Rosa Ave, Santa Rosa, CA 95407",,,"['Water storage tanks', 'Snyder Water Storage Tanks', 'National shipping resources', 'Irrigation tanks', 'Potable water tanks', 'Fire protection tanks', 'Septic tanks', 'Cisterns', 'Underground Fiberglass tanks', 'Commercial-grade tanks', 'Poly', 'Septic Tanks', 'Cisterns', 'Underground Fiberglass tanks', 'Commercial-grade tanks']",,,['US'],38.3784921,-122.7147404
California,Oak View,The ECO Store,(805) 500-5636,erica.ecologicalsystems@gmail.com,https://www.theecostoreonline.com/,"460 N Ventura Ave, Oak View, CA 93022",4.8,66,"['Water filtration systems', 'Home water purification services', 'Refill stations', 'Backup power systems', 'Home standby generators', 'Solar-powered generators', 'Portable generators', 'Electric bikes', 'Off-grid solar systems', 'Hybrid solar energy systems', 'On-grid solar power solutions', 'Rainwater harvesting systems', 'Rainwater collection tanks', 'Sustainable water harvesting solutions', 'Rainwater collection tanks', 'Refill stations', 'Home standby generators', 'Solar-powered generators', 'Portable generators', 'Electric bikes', 'Off-grid solar systems', 'Hybrid solar energy systems', 'On-grid solar power solutions', 'Water filtration systems']",,"Home, Business, Commuters, Those seeking total energy independence",[],34.3939168,-119.3005105
California,Half Moon Bay,The Water Folk,(707) 234-5009,,http://www.thewaterfolk.com/,,4.9,12,"['Rain catchment systems', 'Greywater systems', 'Water conscious landscaping', 'Water mitigation', 'Fire prevention', 'Residential water systems consultation', 'Commercial water systems consultation', 'Laundry-to-landscape (L2L) systems', 'Rainwater harvesting', 'Water retention landscapes', 'Basins', 'Diversion swales', 'Check dams', 'Permaculture-based approach', 'Watershed health assessment', 'Water infiltration assessment']",,"Residential, Commercial","['Sonoma County', 'Northern California', 'Half Moon Bay', 'California']",37.878638,-122.4203375
California,Orange,Roto Dynamics Inc.,(877) 768-6585,,http://www.rotodynamics.com/,"1925 N Lime St, Orange, CA 92865",4.4,7,"['Design', 'Product development', 'Mold making', 'Rotational molding', 'Prototype assembly', 'Machining', 'CNC tooling', 'Fabricated rotomolding tools', 'Warehousing', 'Blanket order fulfillment', 'Logistics', 'Drop ship', 'Post-operation assembly', 'Biaxial rotational molding machines', 'CNC machined rotational molding tools', 'Fabricated rotomolding tools', 'High quality resins', 'Lean manufacturing', 'Production volumes of 50 to 20', '000 units per year', '30', '000 sq.ft. facility', 'Secured covered outdoor storage', 'Own trucks', 'Relationships with 3PLs']",,"Medical devices, Aerospace products, Innovative companies nationwide",[],33.8195719,-117.8635724
California,,Permasystems,(760) 440-7676,,http://www.permasystems.org/,,,,"['Consulting and Design', 'Building and Construction', 'Maintenance and Repair', 'Education', 'In-home consultations', 'Rainwater harvesting systems', 'Greywater systems', 'Landscape design', 'Building with repurposed materials', 'Rainwater harvesting systems', 'Greywater systems', 'Building with repurposed materials', 'Landscape design', 'Ecologically designed systems']",,New customers,[],32.8731994,-116.93227
California,Sacramento,Pioneer Water Tanks,(877) 223-7784,,https://pioneerwatertanksamerica.com/california-firefighting-water-tanks/,"4740 Northgate Blvd #160, Sacramento, CA 95834",1,1,"['water storage for fire protection', 'dual-use water storage for drinking water', 'sales service and installations in California', 'engineer-approved drawings', 'accessories and fittings', 'tank configuration for cyclonic and seismic conditions', 'firefighting adapters and nozzles', 'fire hose fittings', 'Zincalume® Steel', 'Colorbond® steel', 'AQUALINER® Fresh antimicrobial tank liner', 'hot-dipped galvanized steel trusses', 'galvanized high tensile 8.8 grade bolts', 'anti-vortex fittings', 'configured for cyclonic and seismic conditions']","NFPA 22, California Fire Code, California Building Standards Code, third-party tested","families, commercial, heavy industrial zones",['California'],39.8689815,-123.395119
California,Sacramento,SoCal Water$mart,(888) 376-3314,"socalwatersmart@egia.org, LTPrebates@egia.org, TRPrebates@egia.org",https://socalwatersmart.com/en/residential/,"3800 Watt Ave #105, Sacramento, CA 95821",1,1,"['Turf replacement program', 'High-efficiency clothes washer rebates', 'Premium high-efficiency toilet rebates', 'Rotating sprinkler nozzle rebates', 'Rain barrel and cistern rebates', 'Weather-based irrigation controller rebates', 'Rebate eligibility verification', 'Online rebate application', 'Rebate processing (no indoor inspections required)', 'Water conservation how-to tips', 'Turf replacement', 'High-efficiency clothes washers', 'Premium high-efficiency toilets', 'Rotating sprinkler nozzles', 'Rain barrels and cisterns', 'Weather-based irrigation controllers']","CEE Tier 1, WaterSense",Residential,[],38.6346801,-121.3817357
California,Anza,Discount Water Tanks Inc,(619) 600-7777,,https://discountwatertankinc.com/,"56070 Cahuilla Rd, Anza, CA 92543",2.4,5,"['Freshwater storage', 'Potable water storage', 'Hot water storage', 'Rainwater collection', 'Water distribution systems', 'Above ground tanks', 'Underground tanks', 'Polyethylene Water Tanks', 'Galvanized Steel Water Tanks', 'Fire Protection Water Tanks', 'Polypropylene Water Tanks', 'Water pumps', 'Well pumps', 'Water storage systems', 'Rainwater collection', 'Fire protection water storage', 'Agricultural water storage', 'UV stabilized polyethylene tanks', 'BPA-free polyethylene resin', 'Green opaque tanks', 'Above ground tanks', 'Underground tanks']","FDA standards 21 CFR 177.1520 (1) 3.1 and 3.2, ANSI/NSF Standard 61, Compliant with Local, State, and National standards for Fire Protection","Fire industry, Agricultural industry","['San Diego County', 'Riverside County']",33.555845,-116.6820865
California,Signal Hill,"CRP Tank Specialties, Inc.",(855) 999-7345,irelands@crptankspecialties.com,http://crptankspecialties.com/,"3300 E 19th St, Signal Hill, CA 90755",,,"['Radiused tank adapters', 'Radiused side manways', 'Fiberglass manways', '8"" HDPE mushroom vents', 'Ladders', 'VentMaster fume scrubbers', 'Manufacturer-specific fittings and accessories', 'Custom units', 'High-performance poly tank fittings', 'Radiused tank adapters', 'Radiused side manways', 'Fiberglass and stainless steel manways', '8"" HDPE mushroom vents with HDPE bird screen', 'OSHA-compliant ladders for rotationally molded PE tanks', 'VentMaster fume scrubbers (VentMaster 155)', 'Manufacturer-specific fittings']","U.S. Patent no. 9, 464, 745",,[],33.7915122,-118.1526953
California,Santa Rosa,"Steel Core Tank, LLC.",(844) 225-0881,,http://www.steelcoretank.com/,"4137 Santa Rosa Ave, Santa Rosa, CA 95407",,"['Corrugated bolted steel tanks', 'Potable water storage tanks', 'Fire suppression tanks', 'Wastewater management tanks', 'Rainwater and stormwater tanks', 'Agricultural tanks (wineries and vineyards)', 'Mining and fracking tanks', 'Tank liners', 'Tank accessories', 'Custom powder coating', 'Tank design', 'Installation', 'Quality control', 'corrugated bolted steel tanks', 'potable water storage tanks', 'fire suppression tanks', 'wastewater tanks', 'rainwater and stormwater tanks', 'agricultural tanks (wineries and vineyards)', 'mining and fracking tanks', 'NSF 61 liners', 'NFPA22 liners', 'tank accessories', 'custom powder coating', 'tank design', 'tank installation', 'quality control', 'Corrugated bolted steel tanks', 'Potable water solutions', 'Fire protection', 'Wastewater', 'Rainwater & stormwater', 'Agriculture (wineries and vineyards)', 'Mining & Fracking', 'Large-capacity tanks (700 to 6-Million gallons)', 'corrugated bolted steel tanks', 'potable water solutions', 'large-capacity tanks (700 to 6-million gallons)', 'NSF 61 liners', 'NFPA22 liners', 'custom powder coating', 'tank accessories']","NSF 61, NFPA22","Commercial, Industrial, Residential, Wineries and vineyards, Food processing plants, Agricultural, Mining and fracking industry, Fire protection buyers, Desperate and dry communities, residential, commercial, industrial, wineries, food processing plants, agriculture, mining, fracking, communities",[],,38.3785068,-122.7147436
California,Sacramento,Steel Core Tank,(844) 225-0881,,https://steelcoretank.com/?utm_source=google&utm_medium=organic&utm_term=gbp-listing,"2740 Fulton Ave, Sacramento, CA 95821",,,"['corrugated bolted steel tanks', 'potable water storage', 'fire suppression tanks', 'wastewater management', 'rainwater and stormwater tanks', 'agriculture tanks (wineries and vineyards)', 'mining and fracking tanks', 'tank liners', 'tank accessories', 'powder coating', 'design and installation', 'quality control', 'dealer sales', 'Manufacture of corrugated bolted steel tanks', 'Potable water storage tanks', 'Fire suppression tanks', 'Wastewater tanks', 'Rainwater & stormwater tanks', 'Agricultural tanks', 'Mining & fracking tanks', 'Tank liners', 'Tank accessories', 'Custom powder coating', 'Design to installation and quality control', 'Dealer network sales', 'corrugated bolted steel tanks', 'potable water solutions', 'fire protection', 'wastewater', 'rainwater and stormwater', 'NSF 61 liners', 'NFPA22 liners', 'custom powder coating', 'Corrugated bolted steel tanks', 'Potable water solutions', '700-gallon to 6-million-gallon tanks', 'Custom powder coating']","NSF 61, NFPA22","commercial, industrial, residential, wineries, vineyards, food processing plants, agriculture, mining and fracking industry, communities, Commercial, Industrial, Residential, Agriculture, Wineries, Vineyards, Food processing plants, Mining and Fracking industry, Fire protection, Desperate and dry communities",[],38.6151553,-121.4009424
California,Alpine,Tim Guishard Enterprises,(619) 589-9433,,http://timswatersolutions.net/,"3508 Alpine Blvd, Alpine, CA 91901",4.5,4,"['Water storage tanks', 'Water system design', 'Water system installation', 'Water system maintenance', 'Water system testing', 'Water system monitoring', 'Quality products', 'Design of water systems']","AWWA Certified General Backflow Prevention Assembly Tester, Cross Connection Control Specialist, Backflow Proctor, California State Certified Water Distribution/Treatment System Operators, State of California Licensed Pump and Machinery Contractor, Contractors License #: 536469, Contractors License Classification: C61/D21","Residential, Commercial","['Alpine CA', 'San Diego County']",32.8342405,-116.7382039
California,San Jose,Ambience Garden Design Inc,(408) 990-6999,"tina@gardendezine.com, ambiencegardendesign@gmail.com",https://www.gardendezine.com/,"1618 Willowhurst Ave, San Jose, CA 95125",5,1,"['Design & 3D Visualization', 'Installation', 'Rainwater Harvesting', 'Patios & Decks', 'Low Voltage Lighting', 'Walls & Fences', 'Water Features', 'Furnishings', 'Landscape architecture', '3D visualization', 'Rainwater harvesting', 'Drought-tolerant planting', 'Irrigation system repair']",,,"['Sunnyvale', 'CA', 'San Jose', 'CA']",37.2933107,-121.9143279
California,Santa Rosa,National Poly Tanks,(866) 959-7593,,https://nationalpolytanks.com/pages/contact,"4137 Santa Rosa Ave, Santa Rosa, CA 95407",,,[],,,"['Santa Rosa', 'California', 'Lincoln', 'Nebraska', 'Philippi', 'West Virginia', 'Marked Tree', 'Arkansas', 'Chowchilla', 'California', 'Mancelona', 'Michigan', 'Bensenville', 'Illinois', 'West Chicago', 'Illinois', 'Houston', 'Texas']",38.3784921,-122.7147404
California,Los Angeles,Fire Protection Tanks,(213) 286-3380,sales@fireprotectiontanks.com,https://fireprotectiontanks.com/,"10880 Wilshire Blvd Suite 1101, Los Angeles, CA 90024",,,"['Storage tanks', 'Potable water tanks', 'Fire protection water storage tanks', 'Fire suppression tanks', 'Poly tanks', 'Corrugated bolted steel tanks', 'Bolted steel tanks', 'Shop-built steel tanks', 'On-site built tanks', 'Tank assessments', 'Engineering reports', 'Installations', 'Potable water tanks', 'Fire protection water storage', 'Fire suppression', 'Agricultural water storage', 'Corrugated bolted steel tanks']","NFPA22, AWWA, CBC2016, NSF 61","Commercial, Residential, Agriculture, Farms, Ranches","['California', 'Oregon', 'Washington', 'Idaho', 'Utah']",34.0598898,-118.4443139
California,Torrance,Aqua-Flo Supply,(310) 782-0355,,https://www.aquaflo.com/torrance-1,"2137 Dominguez St, Torrance, CA 90501",4.9,38,['delivery'],,customers,"['Torrance', 'CA', 'Palos Verdes', 'Redondo Beach', 'Carson']",33.8412033,-118.3206367
California,Santa Rosa,National Tank,(707) 237-5330,,https://nationaltank.com/,"4137 Santa Rosa Ave, Santa Rosa, CA 95407",,"['Water storage tanks', 'Snyder Water Storage Tanks', 'National shipping resources', 'Irrigation tanks', 'Potable water tanks', 'Fire protection tanks', 'Septic tanks', 'Cisterns', 'Underground Fiberglass tanks', 'Commercial-grade tanks', 'Poly', 'Septic Tanks', 'Cisterns', 'Underground Fiberglass tanks', 'Commercial-grade tanks']",,,['US'],,38.3784921,-122.7147404
